ID,Bug_ID,Classification,Title,Bug Description,Status Code,Priority,Severity,AI Solution,,,
432,6,API Integration Error,Large Webhook Payload Causes Memory Spike,Webhook handler loads entire payload into memory. A 50 MB payload causes OOM on small instances.,500,High,High,Stream webhook payload processing. Set a maximum accepted Content-Length and reject oversized payloads with 413.,,,
433,6,API Integration Error,Third-Party API Returns 200 With Error in Body,Success status code returned with error details in body. Application treats all 200 responses as successful.,200,Medium,High,Parse response body to check for error fields regardless of HTTP status. Use API-specific success detection logic.,,,
434,6,API Integration Error,API Rate Limit Counter Not Reset After Window,Rate limit counter persists across time windows causing legitimate requests to be throttled indefinitely.,429,Medium,High,Use Redis EXPIRE to auto-reset rate limit counter at the end of each time window.,,,
435,6,API Integration Error,Missing Timeout Causes Hang on Large File Download,Downloading large file from external API with no read timeout hangs thread until process restart.,503,High,High,Set a stream=True request with a per-chunk read timeout. Use httpx async streaming for large downloads.,,,
436,6,API Integration Error,API Errors During Bulk Operation Not Rolled Back,Partial success from bulk API call leaves application state inconsistent with no rollback.,200,High,High,Validate all items before submitting bulk request. On partial failure roll back or compensate completed items.,,,
437,6,API Integration Error,Hardcoded API Endpoint URL in Source Code,Production API base URL hardcoded in source requiring code changes to switch environments.,200,Medium,Medium,Move API base URL to environment variable. Use separate variable per environment (dev staging prod).,,,
438,6,API Integration Error,Missing Webhook Event Type Validation,Webhook handler processes all event types including unknown future events causing unexpected behaviour.,200,Medium,Medium,Validate event type against an allowlist. Return 200 and silently ignore unrecognised event types to avoid retry loops.,,,
439,6,API Integration Error,API Client Not Closed After Request Causing Connection Leak,requests.Session created per request without close() call leaking open connections.,200,High,High,Use session as a context manager or call session.close() in a finally block.,,,
440,6,API Integration Error,Downstream API Version Sunset Not Detected,Application calls deprecated API v1 that was sunset resulting in 410 Gone responses.,410,High,High,Monitor API deprecation notices. Subscribe to vendor changelog. Implement version check on startup that alerts when using sunset version.,,,
441,7,Permission/RBAC Error,Permission Check Does Not Cover HTTP PATCH Method,View permission only guards GET and PUT leaving PATCH endpoint open to unauthorised partial updates.,200,High,High,Apply permission check to all modifying HTTP methods. Use method_decorators or DRF action-level permissions.,,,
442,7,Permission/RBAC Error,Deleted User Role Still Grants Access via Cached Permission,Cached permission set not invalidated when a role is deleted from a user's profile.,200,High,High,Invalidate permission cache on role removal. Use a cache key that includes a version tag bumped on role change.,,,
443,7,Permission/RBAC Error,Parent Resource Owner Can Access Any Child Resource,Permission check validates parent ownership but not child resource ownership enabling cross-user access.,403,High,Critical,Add ownership check at each resource level. Filter child querysets by both parent and current user.,,,
444,7,Permission/RBAC Error,Public Endpoint Leaks Private User Count,Unauthenticated endpoint returns total user count exposing business metric to anonymous users.,200,Medium,Medium,Require authentication on aggregate metric endpoints. Return only user-scoped statistics to non-admin users.,,,
445,7,Permission/RBAC Error,Role Escalation via Group Membership API,Users can add themselves to privileged groups via the group membership API without admin approval.,403,Critical,Critical,Restrict group membership modification to admin role. Require admin approval workflow for privileged group joins.,,,
446,7,Permission/RBAC Error,Export Endpoint Missing Role Check Leaks All Records,CSV export endpoint checks authentication but not role returning all users' records to any logged-in user.,200,Critical,Critical,Add admin role check on all export endpoints. Scope exports to requesting user's accessible data by default.,,,
447,7,Permission/RBAC Error,Read-Only Token Accepted by Write Endpoint,API tokens with read-only scope are accepted by POST and PUT endpoints due to missing scope validation.,200,High,High,Validate token scope on every endpoint. Reject write operations from tokens with read-only scope.,,,
448,7,Permission/RBAC Error,Multi-Role User Gets Most Permissive Role Without Audit,When a user has multiple roles the most permissive is always applied without logging the effective role used.,200,Medium,High,Log effective role applied per request. Consider explicit role selection for sensitive operations.,,,
449,7,Permission/RBAC Error,System Role Assignable Through Public Registration,System-internal roles included in role choices visible on public registration form.,403,Critical,Critical,Exclude internal roles from user-facing registration choices. Validate role against an allowlist of self-assignable roles.,,,
450,7,Permission/RBAC Error,Shared Team Resource Accessible After User Leaves Team,User retains access to shared team resources after being removed from the team.,403,High,High,Re-evaluate resource permissions on team membership change. Invalidate cached permissions when team membership is modified.,,,
451,7,Permission/RBAC Error,API Key Permissions Not Scoped to Issuing User,API keys grant access to all resources of the owner's role rather than a defined subset.,403,High,High,Implement scoped API keys with explicit resource and action allowlists set at key creation time.,,,
452,7,Permission/RBAC Error,OAuth Client Granted Broader Scope Than User Has,OAuth client application issued scopes that exceed the authorising user's own permissions.,200,Critical,Critical,Intersect requested OAuth scopes with the authorising user's effective permissions during token issuance.,,,
453,7,Permission/RBAC Error,Inactive User Account Can Still Authenticate With Valid Token,User account deactivated but existing JWT remains valid because is_active not checked on each request.,200,High,High,Add is_active database check in custom authentication backend on each authenticated request.,,,
454,7,Permission/RBAC Error,Audit Log Viewable by Non-Admin Users,Audit log endpoint accessible to all authenticated users exposing sensitive security event data.,200,High,High,Restrict audit log access to admin or security roles only. Add role check to audit log read endpoint.,,,
455,7,Permission/RBAC Error,Organisation-Level Permission Ignores Sub-Organisation Hierarchy,Permission grants access to an organisation but child sub-organisations are not correctly included or excluded.,403,High,High,Implement hierarchical permission resolution that walks the organisation tree. Cache resolved permission sets.,,,
456,8,Security Vulnerability,Path Traversal in File Download Endpoint,File download endpoint constructs path from user input allowing traversal to files outside the media directory.,200,Critical,Critical,Use os.path.basename() to strip directory components. Resolve final path and verify it starts with the allowed base directory.,,,
457,8,Security Vulnerability,Timing Attack on Token Comparison,Secret token compared with == allowing timing side-channel attack to brute-force token character by character.,200,High,High,Use hmac.compare_digest() or secrets.compare_digest() for all secret token comparisons.,,,
458,8,Security Vulnerability,Insecure Random Token Used for Password Reset,Password reset token generated with random.randint() which is not cryptographically secure.,200,Critical,Critical,Use secrets.token_urlsafe(32) for all security tokens. Store hashed version in database not plaintext.,,,
459,8,Security Vulnerability,Dependency With Known CVE in Production,requirements.txt pins a package version with a published CVE enabling known exploitation.,200,Critical,Critical,Run pip-audit and safety check in CI pipeline. Upgrade to patched version immediately. Subscribe to security advisories for dependencies.,,,
460,8,Security Vulnerability,Stored XSS via SVG File Upload,SVG files uploaded as images are served with image/svg+xml MIME type enabling script execution.,200,Critical,Critical,Sanitise SVG files using defusedxml before storage. Serve SVG from a separate cookieless domain or convert to raster image.,,,
461,8,Security Vulnerability,JWT Token Logged at INFO Level in Middleware,Middleware logs full Authorization header including JWT token exposing tokens in application logs.,200,High,High,Redact Authorization header values from logs. Log only the first 6 characters for debugging purposes.,,,
462,8,Security Vulnerability,SSRF Via Image Proxy Endpoint,Image proxy fetches URLs provided by users without restriction enabling requests to internal metadata APIs.,200,Critical,Critical,Implement an allowlist of permitted external domains. Block requests to private IP ranges.,,,
463,8,Security Vulnerability,Cleartext Password in URL Parameter,Password reset form submits new password as a GET parameter visible in server access logs and browser history.,200,Critical,Critical,Use POST for all forms that submit credentials. Never place sensitive values in URL query parameters.,,,
464,8,Security Vulnerability,Missing Brute-Force Protection on MFA Endpoint,OTP verification endpoint has no rate limiting allowing unlimited guesses at a 6-digit code.,200,Critical,Critical,Apply strict rate limiting to MFA endpoint. Lock account or require re-authentication after 5 failed attempts.,,,
465,8,Security Vulnerability,Dangling S3 Bucket Reference Allows Takeover,Application references an S3 bucket that no longer exists allowing an attacker to register it.,200,Critical,Critical,Audit all S3 bucket references. Recreate or remove references to decommissioned buckets. Enable S3 bucket policy to restrict access.,,,
466,8,Security Vulnerability,Open Redirect in Next Parameter After Login,next parameter not validated after login allows redirect to arbitrary external domains.,302,High,High,Validate next URL is relative or matches an allowlisted domain before redirecting. Use url_has_allowed_host_and_scheme() from Django.,,,
467,8,Security Vulnerability,Missing Referrer-Policy Header Leaks Auth Tokens,JWT token embedded in URL leaks via Referer header to third-party resources on the page.,200,High,High,Never put tokens in URLs. Set Referrer-Policy: no-referrer header. Pass tokens only in Authorization header.,,,
468,8,Security Vulnerability,Unrestricted File Extension Upload Allows Executable Hosting,Upload endpoint accepts .php and .sh files enabling server-side code execution if stored in web root.,200,Critical,Critical,Whitelist permitted extensions. Store uploads outside web root or in object storage. Validate file magic bytes.,,,
469,8,Security Vulnerability,Debug Endpoint Exposing Internal Config Variables,/debug/config/ endpoint returns all Django settings including SECRET_KEY and DB credentials.,200,Critical,Critical,Remove debug endpoints from production. Protect any internal endpoints with admin authentication and IP restrictions.,,,
470,8,Security Vulnerability,Unvalidated Third-Party JavaScript Widget Included,Third-party chat widget loaded from an external CDN without integrity check or version pinning.,200,High,High,Pin external scripts to a specific version. Add integrity attribute with SRI hash. Consider self-hosting critical third-party scripts.,,,
471,9,Performance/Timeout Error,Synchronous DNS Lookup Blocking Async Worker,Synchronous socket.gethostbyname() call inside async view blocks the event loop.,503,High,High,Use aiodns or httpx async client which handles DNS asynchronously. Never call blocking socket functions in async views.,,,
472,9,Performance/Timeout Error,Queryset Count Called Twice in Paginator,Paginator calls count() then separately evaluates queryset causing two identical COUNT SQL queries.,200,Medium,Medium,Cache count result or use DRF's PageNumberPagination which reuses the evaluated queryset efficiently.,,,
473,9,Performance/Timeout Error,Large Attachment Loaded Into Memory for Email,Email with large attachment loaded entirely into memory before sending causing OOM on multiple concurrent sends.,500,High,High,Stream attachment from storage directly to email backend. Use chunked reading with MIMEBase for large files.,,,
474,9,Performance/Timeout Error,Missing Database Connection Timeout Causing Thread Hang,Database connection attempt with no connect_timeout hangs indefinitely when DB is unreachable.,503,High,High,Set connect_timeout in DATABASE OPTIONS. Set PostgreSQL connection_timeout parameter.,,,
475,9,Performance/Timeout Error,Search Filter Loads All Records Then Filters in Python,Search view fetches entire table and filters with Python list comprehension rather than SQL WHERE clause.,503,Critical,Critical,Use queryset.filter(field__icontains=query). Move all filtering to the database layer.,,,
476,9,Performance/Timeout Error,Nested Serializer Performs Separate DB Query Per Parent Object,SerializerMethodField in nested serializer executes a database query for every parent record in list.,200,High,High,Use prefetch_related and pass the prefetch cache to nested serializer. Avoid DB calls inside SerializerMethodField for list endpoints.,,,
477,9,Performance/Timeout Error,PDF Generation Blocking Web Thread,PDF generated synchronously using WeasyPrint in a Django view blocking the thread for 10+ seconds.,503,High,High,Move PDF generation to a Celery task. Return a job ID immediately and poll for completion or use a webhook.,,,
478,9,Performance/Timeout Error,Cache Miss Storm After Deployment Flush,Deploying clears entire Redis cache causing all requests to hit the database simultaneously.,503,High,High,Use cache versioning instead of full flush. Warm critical cache keys before switching traffic to new deployment.,,,
479,9,Performance/Timeout Error,Regex Compiled on Every Request,Complex regular expression compiled inside the view function on every request adding CPU overhead.,200,Medium,Medium,Compile regex at module level using re.compile() once. Reuse the compiled pattern across requests.,,,
480,9,Performance/Timeout Error,Django Admin Autocomplete Loading Full Dataset,Admin autocomplete widget fetches entire queryset without limiting results causing slow admin page loads.,503,Medium,High,Override get_search_results in ModelAdmin to add .limit() and restrict to relevant fields.,,,
481,9,Performance/Timeout Error,Missing Index on Foreign Key in Reverse Relation Query,Reverse ForeignKey lookup without index results in full table scan when accessing related objects.,200,High,High,ForeignKey fields automatically get an index in Django. Verify the migration was applied. Add db_index=True explicitly if missing.,,,
482,9,Performance/Timeout Error,Unthrottled Webhook Fan-Out Causing Rate Limit Hit,Single incoming event triggers hundreds of outbound webhook deliveries simultaneously hitting downstream rate limits.,429,High,High,Implement a fan-out queue with rate-limited delivery. Use Celery with a rate_limit on the delivery task.,,,
483,9,Performance/Timeout Error,Template Fragment Cache Not Invalidated on Update,Cached template fragment displays stale data after underlying model is updated.,200,Medium,Medium,Invalidate or update the specific cache fragment key on model save using post_save signal.,,,
484,9,Performance/Timeout Error,Import Statement Inside Loop Causing Repeated Module Loading,Python import statement inside a loop causes the module loader to be invoked on every iteration.,200,Low,Medium,Move all import statements to the top of the module. Python caches modules after first import but the lookup overhead adds up.,,,
485,9,Performance/Timeout Error,Slow Middleware Executing Expensive Logic on Every Request,Custom middleware runs a database query on every request regardless of endpoint to check a feature flag.,200,High,High,Cache feature flag values in Redis with a short TTL. Avoid database calls in middleware for every request.,,,
486,10,Deployment/Environment Error,Gunicorn Binding to IPv4 Only Blocking IPv6 Traffic,Gunicorn bound to 0.0.0.0 but Kubernetes service sends IPv6 traffic causing connection refused.,503,High,High,Bind Gunicorn to [::] to listen on both IPv4 and IPv6. Or configure Kubernetes service to use IPv4 only.,,,
487,10,Deployment/Environment Error,Missing imagePullPolicy Causing Stale Image in Kubernetes,Kubernetes uses cached Docker image after update because imagePullPolicy not set to Always.,200,High,High,Set imagePullPolicy: Always for production deployments. Use image digest instead of tag for deterministic pulls.,,,
488,10,Deployment/Environment Error,Environment Variable Interpolation Fails in Docker Compose,Docker Compose variable substitution fails because .env file not present in CI environment.,500,Medium,High,Provide all required environment variables via CI/CD secrets. Document required variables in a .env.example file.,,,
489,10,Deployment/Environment Error,Kubernetes Secret Not Mounted as Environment Variable,Application cannot access secret because Secret is defined but not referenced in pod spec env block.,500,High,High,Add envFrom or env reference to the Secret in the pod spec. Verify with kubectl exec and printenv.,,,
490,10,Deployment/Environment Error,Application Starts Before Database is Ready in Docker Compose,Application container starts before database container is accepting connections causing startup crash.,500,High,High,Add a wait-for-it or dockerize healthcheck depends_on condition. Implement retry logic with backoff in the application startup.,,,
491,10,Deployment/Environment Error,Missing Namespace Isolation in Kubernetes Multi-Tenant Cluster,All tenant workloads share the default namespace without resource quotas enabling resource starvation.,503,High,High,Create separate namespaces per tenant or environment. Apply ResourceQuota and LimitRange to each namespace.,,,
492,10,Deployment/Environment Error,CI Pipeline Caches pip Packages Across Different Python Versions,Cached packages from Python 3.9 job reused in Python 3.11 job causing binary incompatibility errors.,500,Medium,High,Include Python version in cache key. Invalidate cache when Python version changes in CI configuration.,,,
493,10,Deployment/Environment Error,Deployment Manifest Not Version-Controlled,Kubernetes manifests modified manually in cluster without committing changes causing configuration drift.,500,High,High,Store all manifests in Git. Use GitOps tool (Flux or ArgoCD) to enforce desired state from repository.,,,
494,10,Deployment/Environment Error,Missing Kubernetes Ingress TLS Configuration,Kubernetes Ingress serves HTTP because TLS secret is not configured causing plain-text traffic.,200,Critical,Critical,Add TLS configuration to Ingress with correct certificate Secret name. Use cert-manager for automatic certificate management.,,,
495,10,Deployment/Environment Error,Cronjob Running With Wrong Service Account Permissions,Kubernetes CronJob runs under default service account lacking permissions to read required ConfigMaps.,500,Medium,High,Create a dedicated service account with minimal RBAC permissions. Assign it to the CronJob spec.,,,
496,10,Deployment/Environment Error,Feature Flag Defaulting to Enabled in New Environment,Feature flag library defaults to enabled for unknown environments causing unintended features in production.,200,High,High,Default all feature flags to disabled. Require explicit opt-in per environment. Document flag state in version control.,,,
497,10,Deployment/Environment Error,Application Logs Written to stdout Lost After Container Restart,Container logs only written to stdout without persistence causing loss of logs before restart investigation.,200,Medium,High,Configure a log aggregation sidecar (Fluentd or Fluent Bit) or ship logs to a centralised logging service.,,,
498,10,Deployment/Environment Error,Missing Kubernetes PersistentVolumeClaim for Uploaded Files,Uploaded files stored on container filesystem lost on pod restart because no PVC is mounted.,500,Critical,Critical,Mount a PersistentVolumeClaim to the upload directory. Or migrate file storage to an object store like S3.,,,
499,10,Deployment/Environment Error,Stale ConfigMap Causing App to Load Old Configuration,Rolling deployment completed but pods still read old ConfigMap because update was not atomic.,200,High,High,Update ConfigMap and trigger a rollout restart atomically using kubectl rollout restart. Use immutable ConfigMaps with versioned names.,,,
500,10,Deployment/Environment Error,Docker Multi-Stage Build Copying Wrong Artifact,Multi-stage Dockerfile COPY --from=builder copies development binary instead of production build artifact.,200,High,High,Explicitly name build stages and use correct stage name in COPY --from. Add a CI check that verifies the image contents after build.,,,
501,1,Authentication Error,Token Rotation Race Condition Creates Duplicate Sessions,Simultaneous requests with an expiring access token both trigger refresh creating two valid refresh tokens.,200,High,High,Use Redis SET NX lock during token refresh to ensure only one refresh occurs per token at a time.,,,
502,3,Runtime/Logic Error,Decimal Rounding Mode Inconsistent Across Services,Two services round monetary values using different rounding modes causing reconciliation failures.,200,High,High,Standardise rounding mode across all services. Use ROUND_HALF_UP for monetary values. Encode rounding rules in a shared library.,,,
503,5,Database Error,Missing Covering Index Causes Key Lookup on Every Row,Query selects columns not included in the index forcing a key lookup to the heap for every row.,200,Medium,High,Create a covering index that includes all selected columns using Index(fields=[...] include=[...]).,,,
504,8,Security Vulnerability,Debug Toolbar Accessible in Production,DJDT (Django Debug Toolbar) not disabled in production exposing SQL queries and request data.,200,Critical,Critical,Disable django-debug-toolbar in production by removing from INSTALLED_APPS and middleware in production settings.,,,
505,6,API Integration Error,Third-Party Webhook Secret Stored in Database Instead of Secrets Manager,Webhook HMAC secret stored in plaintext in the database accessible to any user with DB read access.,200,Critical,Critical,Move webhook secrets to a secrets manager. Load at runtime. Rotate secrets regularly and on suspected compromise.,,,
506,9,Performance/Timeout Error,Missing HTTP Keep-Alive on Load Balancer Causing Connection Overhead,Load balancer configured to close connections after each request forcing TLS handshake on every API call.,200,Medium,High,Enable HTTP keep-alive on the load balancer. Configure appropriate idle timeout to balance connection reuse and resource usage.,,,
507,4,Configuration Error,SECURE_BROWSER_XSS_FILTER Not Enabled,Browser-level XSS filter not enabled via Django security settings leaving older browser users unprotected.,200,Medium,Medium,Set SECURE_BROWSER_XSS_FILTER=True in production settings to send X-XSS-Protection: 1; mode=block header.,,,
508,7,Permission/RBAC Error,Feature Access Controlled by Front-End Flag Only,Premium feature gated by a front-end boolean flag with no server-side enforcement.,200,Critical,Critical,Enforce feature access server-side on every API request. Never rely solely on client-side feature flags for access control.,,,
509,2,Input Validation Error,Username Allows Whitespace Causing Duplicate Accounts,Username field does not strip leading or trailing whitespace allowing ' admin' and 'admin' as different users.,201,High,High,Strip and normalise whitespace in the username validator. Apply unique constraint after normalisation.,,,
510,10,Deployment/Environment Error,Missing Graceful Shutdown for Celery Workers During Deployment,Celery workers killed mid-task during deployment causing partial task execution and data corruption.,500,High,High,Send SIGTERM to Celery workers before stopping. Configure --max-tasks-per-child and ensure tasks are idempotent for safe retry.,,,
511,11,UI text Error,Typo in signup button label,The 'Sign Up' button on the registration page displays as 'Sing Up' due to a typo in the label text. Does not affect functionality.,200, Low, Low,Correct the button label text in the frontend component.,,,
512,12,Cosmetic Issue,Misaligned submit button on bug report form,"The 'Submit Bug' button is shifted 4px to the right of the form container on screens wider than 1440px. Purely visual, form still submits correctly.",200,Low,Low,Adjust the flexbox alignment or margin in the form's CSS.,,,
513,13,Formatting Error,Inconsistent date format on dashboard,"The bug creation date on the dashboard card shows as MM/DD/YYYY while the detail page shows DD-MM-YYYY. Both dates are correct, just formatted differently.",200,Low,Low,Standardize date formatting using a single date utility function across components.,,,
514,11,UI text Error,Placeholder text says 'Enter you bug title',The bug title input field placeholder reads 'Enter you bug title' instead of 'Enter your bug title'. Grammatical typo only.,,Low,Low,Fix the placeholder string in the input component.,,,
515,11,UI Text Error,Notification message has double space,The success notification after creating a bug reads 'Bug  created successfully' with an extra space between 'Bug' and 'created'.,200,Low,Low,Trim the extra whitespace in the notification message string.,,,
516,11,UI Text Error,Footer copyright year not updated,The footer still displays 'Copyright 2023 BugChetana' instead of the current year. Cosmetic only  does not affect any functionality.	200	Low	Low	Replace the hardcoded year with a dynamic new Date().getFullYear() value.,200,Low,Low,Replace the hardcoded year with a dynamic new Date().getFullYear() value.,,,
517,11,UI Text Error,Confirm dialog says 'Are you sure you want to delete',"The delete confirmation dialog text is truncated mid-word, reading 'Are you sure you want to delete this bug?' due to a typo, not a layout issue.",200,Low,Low,Correct the typo in the confirmation dialog string.,,,
518,11,UI Text Error,Settings page label says 'Nofitications' instead of 'Notifications',"A typo exists in the settings page section header, spelling 'Notifications' as 'Nofitications'.",200,Low,Low,Fix the spelling in the settings page label.,,,
519,11,UI Text Error,Export button says 'Donwload Report',"The 'Download Report' button on the analytics page has a typo, displaying as 'Donwload Report'.",200,Low,Low,Correct the typo in the button label text.,,,
520,11,UI Text Error,Login page subtitle has trailing punctuation error,"The login page subtitle reads 'Welcome back!.' with both an exclamation mark and a period, which looks like a typo.",200,Low,Low,Remove the extra period after the exclamation mark in the subtitle text.,,,
521,11,UI Text Error,Empty state message has awkward phrasing,The empty bug list message reads 'No bugs is found for this filter' which has a subject-verb agreement error.,200,Low,Low,Correct the grammar to 'No bugs were found for this filter.',,,
522,11,UI Text Error,Bug detail page breadcrumb has extra slash,The breadcrumb on the bug detail page reads 'Dashboard // Bug Details' with a duplicated slash character.,200,Low,Low	,Fix the string concatenation logic that generates the breadcrumb path.,,,
523,11,UI Text Error,Success toast message missing exclamation mark,"The 'Comment added' toast message lacks the exclamation mark used in all other success toasts, a minor tone inconsistency.",200,Low,Low,Update the toast message string for consistency with other success messages.,,,
524,12,Cosmetic Issue,Severity badge color slightly off for Medium,The 'Medium' severity badge renders in a mustard-yellow shade instead of the design system's amber-400 color token. No functional impact.,200,Low,Low,Update the badge component to reference the correct color token.,,,
526,12,Cosmetic Issue,Loading spinner slightly misaligned in modal,The loading spinner inside the 'Create Bug' modal is offset a few pixels left of center while the modal is loading AI suggestions.,200,Low,Low	,Center the spinner using flexbox alignment inside the modal container.,,,
527,12,Cosmetic Issue,Dark mode toggle icon slightly pixelated,The moon icon used for the dark mode toggle appears slightly pixelated at the current icon size on high-DPI screens.,200,Low,Low,Replace the icon with a higher resolution SVG asset.,,,
528,12,Cosmetic Issue,Avatar image slightly cropped in comments section,User avatar thumbnails in the bug comments section appear slightly cropped at the top compared to avatars shown in the navbar.,200,Low,Low,Adjust the object-fit and container dimensions for the avatar image in comments.,,,
529,12,Cosmetic Issue,Table row hover color too subtle in light mode,"The hover highlight color on the bug list table rows in light mode is barely visible, though the row is still clickable and functional.",200,Low,Low	,Increase the contrast of the hover background color in light mode.,,,
525,12,Cosmetic Issue,Navbar logo slightly overlaps menu on tablet,"On tablet screens (768px-820px), the BugChetana logo in the navbar overlaps the first menu item by about 2px. Only visible on specific widths.",200,Low,Low,Adjust navbar flex spacing or add a small margin at the tablet breakpoint.,,,
529,12,Cosmetic Issue,Sidebar icon spacing inconsistent between items,The spacing between icons and labels in the sidebar navigation is 2px larger for the 'Reports' item compared to other menu items.,200,Low,Low,Normalize the icon-label gap using a shared spacing utility class.,,,
530,12,Cosmetic Issue,Progress bar animation slightly jittery,"The progress bar shown during AI analysis has a minor jitter in its animation on Firefox, though it completes and displays correctly.",200,Low,Low,Simplify the CSS transition easing function to reduce animation jitter.,,,
531,12,Cosmetic Issue,Chart legend text slightly overflows container on mobile,"On mobile viewports, the legend text in the severity distribution chart slightly overflows its container by a few pixels.",200,Low,Low	,Add text truncation or reduce font size for the chart legend on small screens.,,,
532,12,Cosmetic Issue,Filter dropdown arrow icon slightly off-center,The dropdown arrow icon in the severity filter is vertically offset by 1-2px compared to other dropdown icons on the same page.,200,Low	,Low	,Adjust the icon's vertical alignment in the dropdown component's CSS.,,,
533,12,Cosmetic Issue,Modal close button hitbox slightly smaller than icon,"The close (X) button on the bug creation modal has a clickable area slightly smaller than its visible icon, making it marginally harder to click precisely.	",200,Low,Low	,Increase the padding around the close icon to expand its clickable hitbox.	,,,
534,13,Formatting Error,Inconsistent capitalization in role dropdown,"The role selection dropdown shows ‘developer’, ‘QA’, and 'Release manager' with inconsistent capitalization instead of consistent Title Case.",200,Low,Low,Normalise the label strings in the dropdown options array.,,,
535,13,Formatting Error,Bug ID displayed with leading zeros inconsistently,"Some bug IDs show as '007' on the list page but as '7' on the detail page. Cosmetic inconsistency only, same bug is correctly referenced.	",200,Low,Low,Apply consistent zero-padding formatting wherever bug IDs are displayed.,,,
536,13,Formatting Error,Inconsistent decimal places in severity confidence score,The AI severity confidence score sometimes shows one decimal place (85.3%) and sometimes two (85.34%) depending on which page it's viewed from.,200,Low	,Low,Standardise the number formatting to a fixed number of decimal places.,,,
537,13,Formatting Error,Bug severity label not consistently title-cased,"The severity value appears as 'critical' in the CSV export but as 'Critical' in the UI table, an inconsistency in casing only.",200,Low,Low	,Apply consistent title-casing to severity values in both the export and UI layers.,,,
538,13,Formatting Error,Comment timestamps show inconsistent relative time format,"Some comments show '2 hours ago' while others show '2h ago' for similar time ranges, an inconsistency in the relative time formatting utility.	",200,Low,Low,Standardise the relative-time formatting function used across comment components.,,,
539,14,Tooltip Error,Tooltip on Assign button shows outdated text,Hovering over the 'Assign' button on the bug card shows tooltip text 'Assign to developer' even when assigning to QA or Release Manager roles.,200,Low	,Low,Make the tooltip text dynamic based on selected role.,,,
540,14,Tooltip Error,Help icon tooltip cut off on small screens,"The tooltip text for the AI severity prediction help icon gets slightly clipped on screens narrower than 400px, though it remains readable.",200,Low,Low,Add responsive max-width and word-wrap styling to the tooltip container.,,,
540,14,Tooltip Error,Priority tooltip references wrong field name,"The tooltip for the Priority dropdown mentions 'urgency level' instead of 'priority level’, which is a naming inconsistency with the rest of the UI.	",200,Low,Low,Update the tooltip copy to match the field's actual label.,,,
541,14,Tooltip Error,Status badge tooltip shows raw enum value,Hovering over the bug status badge shows 'IN_PROGRESS' (raw backend enum) instead of the formatted 'In Progress' text.	,200,Low,Low	,Format the enum value into human-readable text before displaying it in the tooltip.,,,
542,14,Tooltip Error,AI roast commentary tooltip icon missing aria-label,"The info icon next to the AI roast commentary section lacks an aria-label, a minor accessibility oversight with no functional impact on sighted users.",200,Low,Low,Add an appropriate aria-label attribute to the icon for screen reader support.,,,
543,15,Console Warning,Source map warning for third-party library,Browser console shows a missing source map warning for a third-party charting library during development. No effect on production build.,200,Low	,Low,Update the third-party library version or suppress the warning in the dev config.,,,
544,15,Console Warning,PropTypes validation warning on Badge component,Console shows a PropTypes warning that 'severity' prop received an unexpected type in one instance of the Badge component during development.	,200,Low,Low,Correct the prop type passed to the Badge component at the call site.,,,
545,15,Console Warning,Unused import warning during build,Build output shows an ESLint warning for an unused import in BugDetail.jsx. Does not affect the build output or runtime behavior.,200,Low	,Low	,Remove the unused import statement from the file.,,,
546,15,Console Warning,Deprecated prop warning for old Chart component,"Console logs a deprecation warning for an outdated prop used in the analytics chart component, though the chart displays correctly.",200,Low,Low,Update the chart component to use the recommended prop as per the library's migration guide.,,,
547,15,Console Warning,React key warning in dashboard bug list,Browser console shows a 'Each child in a list should have a unique key prop' warning when rendering the bug list on the Developer dashboard. UI renders correctly.	,200,Low	,Low,Add a unique key prop using bug ID when mapping over the bug list array.,,,
548,16,Import Error,ModuleNotFoundError on relative import in ai_service,Running the Django server throws 'ModuleNotFoundError: No module named ai_integration.ml_models' because the import path uses a relative import that breaks when the app is run from a different working directory.,500,High,High,"Use absolute imports based on the Django app's package structure instead of relative paths, and verify PYTHONPATH includes the project root.",,,
549,16,Import Error,Incorrect import path after folder restructuring,"After moving BugDetail.jsx into a new components/bug subfolder, the import statement 'import axiosInstance from ../../axiosInstance' still points to the old path and throws 'Module not found: Error: Cant resolve ../../axiosInstance’.",500,High,High,"Update the relative import path to match the new file location, or switch to an absolute import alias configured in vite.config.js.",,,
550,16,Import Error,Circular import between models.py and ai_service.py,The bugs app fails to start with 'ImportError: cannot import name CustomUser from partially initialized module' due to a circular import between models.py and ai_service.py.,500,High,Critical,"Refactor the imports to break the circular dependency, e.g. by moving the shared logic into a separate utils module or using lazy imports inside functions.",,,
551,16,Import Error,Hardcoded absolute file path breaks on teammate's machine,The ML model loading code uses a hardcoded absolute path 'C:/Users/Anu/BugChetana/ml_models/model.pkl' which throws FileNotFoundError when run on a teammate's machine with a different folder structure.,500,High,Medium,Replace the hardcoded path with a relative path built using pathlib.Path(__file__).parent to make it environment-independent.,,,
552,16,Import Error,Case-sensitive import path fails on Linux CI but works locally,"The GitHub Actions pipeline fails with 'ModuleNotFoundError: No module named BugDetail' because the import references 'BugDetail' while the actual file is named ‘bugDetail.jsx' , which only errors on Linux's case-sensitive filesystem, not on the developer's local Windows/Mac setup.",500,High,Medium,Rename the file or fix the import statement to match the exact filename casing to ensure cross-platform consistency.,,,
